Target,MAE,RMSE,R2,SMAPE,MAE_STD,RMSE_STD,R2_STD,SMAPE_STD
imbalance_prices - Long_t+15min,70.97734008789062,115.61476333409118,0.29617730259895325,73.22599502563476,1.833912104276837,1.500668855739927,0.018369460155893025,2.0507154818782496
imbalance_prices - Short_t+15min,71.04796188354493,115.63887201060749,0.2958853107690811,73.29496002197266,1.785321312705375,1.4909953801779823,0.0182145700623084,1.9880802299611826
imbalance_volumes - value_t+15min,23.52447931289673,31.865259529977692,0.32395284950733183,118.8066512298584,0.38918865526201035,0.5889325364405685,0.025087105145548932,1.9458916007206353
imbalance_prices - Long_t+30min,73.75791282653809,120.74546910768518,0.2323857718706131,74.56798316955566,1.5434645369674327,1.1404240080659978,0.014518884114086125,1.6146689774528407
imbalance_prices - Short_t+30min,73.79717567443848,120.78081646902876,0.23193248510360717,74.55399124145508,1.5910118643928692,1.1714032502917304,0.014925646481228443,1.6339201851294491
imbalance_volumes - value_t+30min,24.96221607208252,34.21576144284122,0.22069758415222168,125.53665908813477,0.3436259756915887,0.46967116764865985,0.021457276617963258,1.5640974777059586
imbalance_prices - Long_t+45min,75.91954368591308,124.43929172012363,0.1847186267375946,75.57941352844239,1.3719879602816,1.0468425473599219,0.013763701724468724,1.4824550459219754
imbalance_prices - Short_t+45min,76.15628723144532,124.61923016965649,0.1823452430963516,75.66084579467774,1.552237241288019,1.1675132361390126,0.01538571953099675,1.5689379452097736
imbalance_volumes - value_t+45min,25.957036552429198,35.796733709858685,0.14711953580379486,130.1712516784668,0.3553153875345847,0.4540650189171811,0.021721341133216276,1.3806431724184183
imbalance_prices - Long_t+60min,78.36187713623048,128.56042746982345,0.12983092188835144,76.4860043334961,1.5498446868049547,1.0255022144795745,0.01390153827034313,1.6609668186500204
imbalance_prices - Short_t+60min,78.43052543640137,128.59667767853875,0.12933831691741943,76.50539772033692,1.5899719520051774,1.041360383473967,0.014126149616408833,1.6638702318278835
imbalance_volumes - value_t+60min,27.013270950317384,37.359573404806994,0.07112950325012207,135.56634643554688,0.3084696048867097,0.3192583432647947,0.01593202746702892,1.5199732890505515
imbalance_prices - Long_t+75min,79.4320874786377,130.24514588995254,0.10688712060451508,76.92926055908202,1.4735786675198028,0.8847666069279909,0.012145961955434508,1.8166028207890923
imbalance_prices - Short_t+75min,79.51912071228027,130.31066510444666,0.10598428785800934,76.98691993713379,1.5359287115249167,0.9277269125456677,0.012754154733758476,1.8182318052918292
imbalance_volumes - value_t+75min,27.36980312347412,37.8713211110453,0.045541651248931884,137.2955938720703,0.2590316774223836,0.23026648835131966,0.01162810507406421,1.64112651631053
