Target,MAE,RMSE,R2,SMAPE,MAE_STD,RMSE_STD,R2_STD,SMAPE_STD
imbalance_prices - Long_t+15min,56.67255550384522,267.86952622542265,-4.072557578086853,87.2413461303711,2.2143340481899756,34.98357379389164,1.3149064492824283,4.924474885785208
imbalance_prices - Short_t+15min,32.72007671356201,239.9974714765163,-8.22239394903183,192.0720362854004,6.727925186392986,35.33181597420365,2.64933343769947,0.5370080271967694
imbalance_volumes - value_t+15min,6.042239809036255,15.614827619186162,-1.0150103783607483,119.01958488464355,0.05947437854645071,2.573719719437042,0.671036129623443,0.985165376933993
imbalance_prices - Long_t+30min,57.15515998840332,268.34161981482293,-4.082763221263885,86.87726676940918,2.0727453746377593,33.42717826906749,1.2485203531459732,4.750698182739793
imbalance_prices - Short_t+30min,33.007441673278805,236.61999731842403,-7.936441121101379,191.84448776245117,6.5841503368255845,32.147461655688545,2.3965051047395622,0.42708982176110005
imbalance_volumes - value_t+30min,6.333037166595459,16.56510736268357,-1.2776754879951477,122.83649909973144,0.0778110950185971,2.95358879966518,0.7970765152036783,1.0700870096665054
imbalance_prices - Long_t+45min,57.77917770385742,290.6928070108113,-4.966786029338837,86.66015739440918,1.730966558042995,36.61132475905076,1.4389230111584486,4.509476060529256
imbalance_prices - Short_t+45min,34.38079801559448,259.64671167288503,-9.734847507476807,191.85865859985353,6.225233432437803,32.88617799920095,2.6955210755944967,0.40785498814166155
imbalance_volumes - value_t+45min,6.478869452476501,18.055460971592442,-1.6716931676864624,124.12208679199219,0.057707750759965926,2.4742694065072883,0.7148429486621929,1.3477620433377469
imbalance_prices - Long_t+60min,61.95988842010498,360.8554393212474,-8.26214304447174,90.53792533874511,1.8235563783883313,55.0931770936242,2.698947094814539,3.9647753140574453
imbalance_prices - Short_t+60min,36.55180522918701,331.1614224844631,-16.657812194824217,192.16307891845702,6.305770488598496,54.81538148302437,5.518472582912924,0.3797977140278684
imbalance_volumes - value_t+60min,7.094407000541687,21.93160020724752,-2.9836319041252137,131.40545837402342,0.08929615813322253,3.771422970382816,1.3266403537286033,1.4415905167782876
imbalance_prices - Long_t+75min,62.45500114440918,362.0803041365363,-8.378637053966521,90.45390518188476,1.6830626375729025,61.85029586494213,3.01041529535605,3.328225771573616
imbalance_prices - Short_t+75min,37.53870096206665,331.41520877000374,-16.729096550941467,192.21085357666016,5.878458426651972,57.371202739242555,5.785602026872793,0.37251229853799606
imbalance_volumes - value_t+75min,7.2946626329422,21.81083498378376,-2.9538078045845033,133.90542221069336,0.11617094968364672,3.9754667245588244,1.419849643495483,1.5681428513215667
