Target,MAE,RMSE,R2,SMAPE,MAE_STD,RMSE_STD,R2_STD,SMAPE_STD
imbalance_prices - Long_t+15min,21.662237529754638,33.44353184121821,0.5100763005018234,79.40199440002442,0.25126905434255925,0.19125410298253953,0.005608499293017537,2.0949303284637297
imbalance_prices - Short_t+15min,21.419260292053224,33.20989825542244,0.5609503388404846,53.79573699951172,0.22177764704026198,0.17838975181338626,0.00471940763358808,0.28359714338505365
imbalance_volumes - value_t+15min,64.20194026947021,114.13085959056441,0.3819029140472412,140.29731353759766,0.5103358697407369,2.197702648531175,0.023826768252399023,1.8247968684315217
imbalance_prices - Long_t+30min,22.17192943572998,34.01208467509721,0.49329003870487215,80.3517074584961,0.20396379451718402,0.1554875438165963,0.00463382943950437,1.6720528760512514
imbalance_prices - Short_t+30min,22.25218852996826,34.14928065376912,0.5357659655809403,54.672190017700196,0.21712904426679447,0.1876365909574233,0.00510680014669496,0.2731484481800272
imbalance_volumes - value_t+30min,65.62748947143555,119.79211768136096,0.3181892031431198,143.82879318237303,0.35282548849735196,1.9244612702214072,0.021907171160083845,1.7944954241477715
imbalance_prices - Long_t+45min,22.49168258666992,34.31722189648553,0.48420133888721467,80.99096549987793,0.20198289061244454,0.11204360004687058,0.003368174462798958,1.5312438779388382
imbalance_prices - Short_t+45min,22.808158340454103,34.75111412591629,0.5192370933294296,55.19256046295166,0.19859850751480113,0.1709131201828101,0.004732202341241292,0.22438039301899848
imbalance_volumes - value_t+45min,66.34804412841797,123.40224557379894,0.27559680104255674,144.82993774414064,0.38970832284851853,1.946994438568065,0.022849463139496207,1.764357952533546
imbalance_prices - Long_t+60min,23.227983932495118,35.10770359247461,0.4601635974645615,82.42436531066895,0.22338275613975977,0.138567504051781,0.0042606787462720255,1.4508726165012986
imbalance_prices - Short_t+60min,23.692183513641357,35.80101643996782,0.48974148869514467,56.043294486999514,0.20966635670337302,0.19359290485264424,0.005522128002102621,0.22058391997525625
imbalance_volumes - value_t+60min,68.04593444824219,129.01576545955677,0.2071559202671051,147.79775756835937,0.3078210841274033,1.3901850406129892,0.01708073979623793,1.633457926139508
imbalance_prices - Long_t+75min,23.72992021560669,35.61319509071202,0.44451503455638885,83.28715171813965,0.23379022119407186,0.16869857788847012,0.005261819846163971,1.2859440678322416
imbalance_prices - Short_t+75min,24.244983158111573,36.391723078409136,0.47275719165802,56.49247669219971,0.23012577419127986,0.20863015274639993,0.006048195763225523,0.21378858748321736
imbalance_volumes - value_t+75min,68.61955909729004,131.47902002543114,0.17423775136470795,148.48912948608398,0.27849921544853584,1.4143199654902159,0.01771969129555104,1.7877669002995331
