Feature,imbalance_prices - Long_t+15min,imbalance_prices - Short_t+15min,imbalance_prices - Long_t+30min,imbalance_prices - Short_t+30min,imbalance_prices - Long_t+45min,imbalance_prices - Short_t+45min,imbalance_prices - Long_t+60min,imbalance_prices - Short_t+60min,imbalance_prices - Long_t+75min,imbalance_prices - Short_t+75min
wind_and_solar_forecast - Wind Offshore_t-135min,0.0025623910557569618,0.0035244393981374742,0.0018124645897760275,0.0022892934583867374,0.0017547943066195586,0.001998125879485997,0.002014272859360972,0.0028634574458310455,0.002291648156940937,0.0014833871921869103
intraday_wind_and_solar_forecast - Wind Onshore_t-120min,0.004911492661206921,0.006806916393092251,0.0022936647049179443,0.002997116649972213,0.0025531909849805744,0.0028039304870453633,0.0024634049679334567,0.0020045488726657366,0.0013276457566307727,0.002117846502873363
wind_and_solar_forecast - Solar_t-120min,0.0023586494245591894,0.003754604103774909,0.0017168348443547074,0.0037533954471800825,0.006539964799172594,0.003853753996507294,0.00428449184846977,0.0020801804910870487,0.003641164729064258,0.0025603946585051746
intraday_wind_and_solar_forecast - Wind Offshore_t-120min,0.007748955812057829,0.010274756889673881,0.007726057788702747,0.011666402666189242,0.005090877508064295,0.007320609354235784,0.006380089883231449,0.0035729401193675585,0.006838551939887111,0.006018944185927012
intraday_wind_and_solar_forecast - Solar_t-120min,0.002535279759344121,0.006506943287192371,0.0034671857728135365,0.0018631779848929,0.002127764154732631,0.002137569983859521,0.0018319946291139786,0.002718522650866362,0.00360076251233113,0.002785285462707179
wind_and_solar_forecast - Wind Onshore_t-120min,0.0021907821254631586,0.0015924358882630258,0.0013891843110650371,0.006002470156659911,0.003440190754381547,0.002691038707436519,0.0032824083479990806,0.002287031525129578,0.0027877649642832694,0.0059860459253700355
wind_and_solar_forecast - Wind Offshore_t-120min,0.00658641912103667,0.0030113319654683436,0.006498971921020711,0.004228929118027736,0.0026942275601732034,0.004729214635964127,0.0017197735607426808,0.005568040720335375,0.007629186884401861,0.004531070062483196
intraday_wind_and_solar_forecast - Wind Onshore_t-105min,0.0035279227614664703,0.0018100617704808427,0.0032288427800530144,0.0015965833777636363,0.0016022730939839675,0.0015614553986479222,0.0018093259325605686,0.0019216292297898577,0.0026211035108126453,0.0029135166226405998
wind_and_solar_forecast - Solar_t-105min,0.007996771512700434,0.009604882453902975,0.009091500129230554,0.0070769803266302915,0.008330383862870803,0.010073293239351187,0.007666729278832236,0.010359467953559942,0.010235265825278474,0.008823024033923502
intraday_wind_and_solar_forecast - Wind Offshore_t-105min,0.003054768794060692,0.0072620770171888584,0.0032803727758955576,0.002856190673977835,0.006297399379956914,0.003066217109715126,0.0018012716951840274,0.0016392101266565079,0.0013299261574684351,0.0018960509898879535
