Feature,imbalance_prices - Long_t+15min,imbalance_prices - Short_t+15min,imbalance_prices - Long_t+30min,imbalance_prices - Short_t+30min,imbalance_prices - Long_t+45min,imbalance_prices - Short_t+45min,imbalance_prices - Long_t+60min,imbalance_prices - Short_t+60min,imbalance_prices - Long_t+75min,imbalance_prices - Short_t+75min
generation - Hydro Water Reservoir - Actual Aggregated_t-150min,0.0013826787886209787,0.0031112572127651675,0.0012841361166556454,0.0012443143329217037,0.0011547490616870845,0.0028848839158354166,0.0018651383767091829,0.0024302168109725246,0.0013761817393700539,0.0018827279901058205
generation - Wind Onshore - Actual Aggregated_t-150min,0.010718046495770977,0.010577739978263707,0.007169925886173587,0.00845341320044463,0.006814670670787791,0.005151660928872843,0.005371535793463409,0.006780648635054604,0.007410280396146845,0.007381404416526493
generation - Fossil Brown coal/Lignite - Actual Aggregated_t-150min,0.005891269613373879,0.006884097720001591,0.0034191652661502304,0.005404525669717714,0.002643146123367842,0.003517150298077468,0.004508553371507901,0.002953002370753893,0.0026176159940923755,0.00621198074390486
generation - Other renewable - Actual Aggregated_t-150min,0.002112538696927686,0.0018927837036531016,0.002075705310357989,0.002013189355897566,0.0025947941560316395,0.004780127136094961,0.002007916623210349,0.005208116313962819,0.002231868353950631,0.002470408651935941
generation - Solar - Actual Aggregated_t-150min,0.00611756517507547,0.004492624345060903,0.004640908486699573,0.005990524652705062,0.0036532080533233967,0.005961074638034916,0.00459605989298143,0.004429569389483731,0.0013774792242646754,0.004614543493051315
generation - Hydro Pumped Storage - Actual Consumption_t-150min,0.0025001530910130896,0.0029783130812538728,0.0019421444696899924,0.0026385093533540386,0.0022427801719895795,0.0018959528037012206,0.0019707386652331707,0.002283489411454866,0.004565333701215422,0.002310648482321568
generation - Wind Offshore - Actual Aggregated_t-150min,0.0019441309183353041,0.0036652849782485646,0.0022220775873629463,0.005564411655697768,0.0020569205424392292,0.0027237350060349856,0.0021617077894152317,0.0015940767675638198,0.0020966691682558574,0.0012620557268928677
generation - Geothermal - Actual Aggregated_t-150min,0.002732377105903197,0.0035449242063623388,0.006375928333568936,0.0019978550843122774,0.00761303653927007,0.006700967661250615,0.00716883681354102,0.00680985514337226,0.004847283521934969,0.006484181013976922
generation - Hydro Run-of-river and poundage - Actual Aggregated_t-150min,0.00743998018977436,0.006570523831325772,0.0036689235962820703,0.0059088331994585136,0.005732423281533556,0.003082417919891668,0.004064112498728719,0.002370532545174683,0.006029580432059447,0.0037076754610970964
generation - Hydro Pumped Storage - Actual Aggregated_t-150min,0.0059147992294347205,0.0043622094503678,0.005380030840493419,0.0031122608440346086,0.0030746730775754257,0.0034830167986908693,0.001219827327998246,0.0012622902184264149,0.0011361341932706636,0.0012301185100209294
load - Actual Load_t-150min,0.00821909255344508,0.0056558138687314565,0.009405636898804914,0.006300372216361211,0.006936237173555128,0.0031753835784279543,0.0031465959322858907,0.00547198455440639,0.004231290787312901,0.003914623879395549
generation - Fossil Coal-derived gas - Actual Aggregated_t-150min,0.005416695633501149,0.005800828211959015,0.005255428624609522,0.003502165666066503,0.0026767337218593637,0.002286466581425884,0.0024394225070755054,0.0030067986024628224,0.0033214327048740415,0.0026030574337873986
generation - Waste - Actual Aggregated_t-150min,0.00432803808202425,0.003120209701673048,0.006982920900667522,0.0041863046657090305,0.0025644587735696406,0.004043264463255582,0.006696140271556033,0.00442708149149621,0.0032139290668364994,0.0055248308540303695
generation - Biomass - Actual Aggregated_t-150min,0.009925448501893698,0.007484089855164712,0.0027215039772501086,0.00263922273807475,0.007343340832536341,0.004150209096701246,0.005278460240690038,0.0022361790574327643,0.007251245323517651,0.002001125196751673
generation - Other - Actual Aggregated_t-150min,0.0019172385947028943,0.002926502726057606,0.0017466638677095716,0.002669108937987403,0.0020554424375141024,0.00499621835238213,0.0013285686524327502,0.0050448413474659904,0.0017009830907372815,0.00200362872225827
generation - Fossil Gas - Actual Aggregated_t-150min,0.003322705642953224,0.004635558400517766,0.0015528710356970804,0.0019858249235476253,0.0019571326763274896,0.002467466418503818,0.0010954010909790667,0.0015107802254485706,0.0015684593864546059,0.002010021224239608
generation - Fossil Hard coal - Actual Aggregated_t-150min,0.0017117252532866587,0.001939663256098413,0.0015898104541541898,0.004521201720128374,0.0016229011278607005,0.0015240609107204364,0.0012708724821659417,0.0011237010632767124,0.0017409680652364728,0.0022894138987903717
generation - Fossil Oil - Actual Aggregated_t-150min,0.0024297387327246725,0.002827025404097185,0.004728304495355587,0.0018123673332820544,0.0017538733514547858,0.001704903964856385,0.00464619556942489,0.0047962628992791,0.001926822841732246,0.0056881138607859615
generation - Hydro Water Reservoir - Actual Aggregated_t-135min,0.0023773172541978055,0.0019966171706946624,0.0023044725803265465,0.002448138491538316,0.002002039912037162,0.001991521470605221,0.00261768468001722,0.0037263986229627336,0.0022017286010450336,0.002473191317380042
generation - Wind Onshore - Actual Aggregated_t-135min,0.007982693660336736,0.010969435710256221,0.007178478727739275,0.005873672370005806,0.004775091397365031,0.006559304385966243,0.005627332656136787,0.004064224229914544,0.004373342022124234,0.005107901801015032
generation - Fossil Brown coal/Lignite - Actual Aggregated_t-135min,0.0030524804764281727,0.002193789144326729,0.00432070783375093,0.0022673834411070857,0.002389520052123771,0.0019194969134023268,0.004425698980078778,0.0024377628907986944,0.0019817883485275163,0.0024483581627137026
generation - Other renewable - Actual Aggregated_t-135min,0.003617467006932202,0.002486192752221541,0.0013127162615357974,0.0035029602758604598,0.0020750040079219618,0.0020960202330834363,0.001757437344755317,0.0012480060439809223,0.0019889880631950517,0.0014316807800682908
generation - Solar - Actual Aggregated_t-135min,0.001989911614174616,0.0024576063451513617,0.0029653667144175417,0.002221743108208102,0.004101873525707561,0.002155949257110478,0.0035227548513366855,0.0038288026938489567,0.002421134654575326,0.0026842250166755548
generation - Hydro Pumped Storage - Actual Consumption_t-135min,0.004786608622122003,0.0062014931259946025,0.0020393091899442196,0.002609799944704719,0.0027009044349804298,0.0023026042730889458,0.0013051585033828134,0.003723852008937683,0.004513257968355901,0.0031984976286216805
generation - Wind Offshore - Actual Aggregated_t-135min,0.005712453162865131,0.002994032771590355,0.0019150796364606321,0.0032090401555251447,0.002422689034040559,0.0030772846642012153,0.0053578680367973,0.0013386881833878305,0.0026770637746933515,0.0019579029091546544
generation - Geothermal - Actual Aggregated_t-135min,0.007958870814200054,0.010237500571285637,0.005479639327195401,0.010553222523500154,0.006741046359191386,0.00784171629127377,0.007661262984358473,0.007399680777365574,0.013447196823050036,0.011277458409880637
generation - Hydro Run-of-river and poundage - Actual Aggregated_t-135min,0.006170068872311276,0.005118113410781007,0.00551828341865405,0.008002654027397511,0.004205728170605653,0.0042066790940971256,0.00413388364965158,0.003998493472521659,0.004180393580032614,0.005606901112900232
generation - Hydro Pumped Storage - Actual Aggregated_t-135min,0.00291852905379983,0.0024549703222965036,0.0027288193121685254,0.0019817359085236605,0.0033342940604331943,0.0018450730112135715,0.0036775666742596513,0.0017591814434272236,0.001964209489266068,0.0020838948053692546
load - Actual Load_t-135min,0.006458233648096211,0.005760814556535479,0.004023550913075951,0.005407664564743755,0.003492783470692302,0.006126216204153025,0.003941365151583341,0.0022994171169939365,0.0061031241598248015,0.004135900725754766
generation - Fossil Coal-derived gas - Actual Aggregated_t-135min,0.002710307010219367,0.0025938499484796014,0.002279193712674669,0.002411641669356641,0.0016595850526103391,0.0026522910654084627,0.0021444872594793196,0.002002791014235097,0.002917656164283471,0.002021158734685059
generation - Waste - Actual Aggregated_t-135min,0.006531821291406232,0.0038906218123938743,0.004371324218156388,0.0028357622585353966,0.0025108353139185057,0.004904724858145982,0.0018104328550962237,0.003801086720533931,0.004975970405983389,0.0028833340867395235
generation - Biomass - Actual Aggregated_t-135min,0.009635745287792815,0.01205341596809103,0.012254609839394106,0.012761327880711179,0.008195014056898799,0.004889471617654635,0.0051044111458031696,0.00766187533394077,0.006585894127298161,0.009695570314041106
generation - Other - Actual Aggregated_t-135min,0.005527120876708068,0.004796255608956926,0.004626985659210731,0.006012862240111645,0.002687554850164659,0.002024941986191152,0.0018455471372690227,0.0015467052084604802,0.0022250393389604143,0.0010612080755227425
generation - Fossil Gas - Actual Aggregated_t-135min,0.0031888977905819046,0.0039022994554125034,0.002042779251807417,0.0028559469915171577,0.0025563677836851185,0.0017299537188367182,0.002583540719027951,0.004194893646199489,0.0038731980771790405,0.002292728791238346
generation - Fossil Hard coal - Actual Aggregated_t-135min,0.002807834725117118,0.005838351237500319,0.00538214663587496,0.005334670013930918,0.00579163660839572,0.004814702938276241,0.002370171522523378,0.003966765758326801,0.0039024030627988395,0.0036439745906850477
generation - Fossil Oil - Actual Aggregated_t-135min,0.004416795547767833,0.0031035679397664355,0.0018500696477217389,0.002511442175410593,0.002157045091706095,0.003207528207343785,0.0026639353447264966,0.002232652675893405,0.003481999080413516,0.002558259526471261
generation - Hydro Water Reservoir - Actual Aggregated_t-120min,0.0034294180144305527,0.002575006747059888,0.0032039073234227545,0.002911367010739923,0.002059217093028565,0.0021071181583492945,0.0013911687050840555,0.0024373664219237983,0.003540021526376222,0.003354665483268036
generation - Wind Onshore - Actual Aggregated_t-120min,0.0018618078908493772,0.001694694646691687,0.0030437174992806603,0.0031774981020025734,0.0053272732186487705,0.0029382866482046666,0.0020368776283146415,0.002225496879180355,0.002510169484740345,0.0022180581699317373
generation - Fossil Brown coal/Lignite - Actual Aggregated_t-120min,0.0016926117691464242,0.002150836398305728,0.0017083028409706459,0.0017910737693377996,0.0026150014270656355,0.0019370059045991184,0.0022887173742674348,0.0016294665697114397,0.0016920714675467251,0.001436836729522497
generation - Other renewable - Actual Aggregated_t-120min,0.007277200694545172,0.0033220647978923806,0.0036347689871763576,0.00215855228835062,0.006691556449182826,0.0023863868858115893,0.00483139452294563,0.001382784349945723,0.002212701624985584,0.005721744562615641
generation - Solar - Actual Aggregated_t-120min,0.011493826096342672,0.009902299374123687,0.007753916133282473,0.008253121229516183,0.011321784748452047,0.009018698328487517,0.011825304226327717,0.010042557378968923,0.00989559290719626,0.011324602718901587
generation - Hydro Pumped Storage - Actual Consumption_t-120min,0.00832093368431093,0.005281113525025831,0.004218615318364755,0.007959103074546874,0.006149570848187977,0.005147832879976647,0.0023893101760752416,0.0030322987773106435,0.002065520562446409,0.0019382335461054937
generation - Wind Offshore - Actual Aggregated_t-120min,0.0023494421741538643,0.003698788658482954,0.00307474363815345,0.0016892315451701734,0.0026083082577979437,0.001574063603050945,0.0019112039582694252,0.0017498747511272086,0.0014141439673076093,0.00228562834402328
generation - Geothermal - Actual Aggregated_t-120min,0.00949791483208537,0.00919006975199227,0.005079657774473162,0.004979587878064194,0.006019017081278434,0.005189527438469668,0.0030278263978047735,0.004345862322137691,0.0027956464814265017,0.00229010679425096
generation - Hydro Run-of-river and poundage - Actual Aggregated_t-120min,0.003682204887930311,0.0022123685994765766,0.0015590267621955719,0.003293491590868598,0.0014093438190558344,0.0024224012802333164,0.001135250348128011,0.001898312706255183,0.0024312082037849904,0.001156833075356019
generation - Hydro Pumped Storage - Actual Aggregated_t-120min,0.005096010016131913,0.002483109407335178,0.0015511216058117156,0.0011323523153150745,0.00139976769187615,0.0016432005815586307,0.0022243274584786265,0.0020927777479282667,0.0010695245871443148,0.0017057973007440523
load - Actual Load_t-120min,0.0020162295348773113,0.002655755111666622,0.0014424484761102008,0.0017949949148487576,0.003175202217998958,0.0016381248687493723,0.003069889120537482,0.0021933328855302534,0.002259837691914214,0.0016895180474530208
generation - Fossil Coal-derived gas - Actual Aggregated_t-120min,0.0014310632491606157,0.002661909177539201,0.0037070327407365085,0.0016092668408520582,0.0011408510441910948,0.002101170216457831,0.001046504873252843,0.0036477089976106073,0.0018400771100174325,0.0010970843643607396
generation - Waste - Actual Aggregated_t-120min,0.006979434700750972,0.004859881422172294,0.0018861285303369186,0.00236579767572357,0.004177871449781378,0.005908057299704524,0.00249915870557561,0.002761704250670846,0.006086037060351373,0.001666273544206888
generation - Biomass - Actual Aggregated_t-120min,0.011472137125525477,0.008727361795878096,0.004346547958835799,0.002905863321679135,0.004047875679023036,0.003263074019632768,0.001499045183735234,0.005471404217152667,0.005388147764486348,0.0017500609828515507
generation - Other - Actual Aggregated_t-120min,0.002453812511073011,0.0027123616011540436,0.0024280666777995066,0.0028878349218703077,0.0020449356279773384,0.0021143830298614146,0.0023039222079969477,0.0023876394328757157,0.003487976711570809,0.003956836639308676
generation - Fossil Gas - Actual Aggregated_t-120min,0.002550558220504172,0.0024569853910884377,0.004541670470437566,0.003553278259885701,0.0022555251986714213,0.0028341024759320137,0.0018691726356878462,0.0026060730582262294,0.0021861085853943224,0.004297784733218578
generation - Fossil Hard coal - Actual Aggregated_t-120min,0.002852495000886847,0.002071507552793264,0.002570994918756469,0.002081823933898704,0.0022756943753684026,0.0026895087172938473,0.002355795884320855,0.002970598414171036,0.002194419653087266,0.0022630384645335655
generation - Fossil Oil - Actual Aggregated_t-120min,0.0023529640149949956,0.0034740095503875638,0.0030816336747411695,0.0018905973786586402,0.003012340210752882,0.0029981024021750215,0.004123427368869671,0.0019910117884501233,0.002304548139914914,0.00222286219543264
generation - Hydro Water Reservoir - Actual Aggregated_t-105min,0.0035088692540157355,0.003275680919464321,0.0011582965434383823,0.001569712382076432,0.0035215104803876327,0.004017568137609487,0.0014627816412424294,0.003637944506437634,0.004820193462930547,0.0037109609346701973
generation - Wind Onshore - Actual Aggregated_t-105min,0.0028503801185797784,0.0018057719283494293,0.001745009781949193,0.0017197523821465381,0.0018180890970570544,0.001008013000624487,0.0013561609862781552,0.0011708208827108137,0.001919623707079154,0.003760242909121189
generation - Fossil Brown coal/Lignite - Actual Aggregated_t-105min,0.0030665583071395304,0.003261901114108696,0.0013256401130111045,0.0021340306380443507,0.0026859651263616796,0.0037566176412595666,0.0016005961436503639,0.0022177524587768858,0.0021044244125660045,0.002110886519255473
generation - Other renewable - Actual Aggregated_t-105min,0.003512328606844676,0.0038310398304238335,0.002677929109533579,0.002446170779388922,0.0029408097337181973,0.0023898095674703655,0.003959672709258783,0.004201895827891349,0.0053610544768899334,0.002430871804481285
generation - Solar - Actual Aggregated_t-105min,0.009635328158597986,0.013284491205238736,0.006389015535325598,0.006816707855658024,0.00788664310387685,0.004494419293507235,0.006536630095280998,0.007109042786818463,0.007308354131651868,0.0061784451944126885
generation - Hydro Pumped Storage - Actual Consumption_t-105min,0.0024013247309339933,0.0026592180457013868,0.004404831360745447,0.002469238626499646,0.006424969834914009,0.0023637969205603897,0.0026535493272116357,0.004734754969504138,0.0015897953191638975,0.002153461581954957
generation - Wind Offshore - Actual Aggregated_t-105min,0.004043752940329796,0.002517436814562188,0.0027622558140901676,0.003594384006900782,0.0029600689396236247,0.001957381209207597,0.001944318975762144,0.003332042172089132,0.0011533769301863685,0.003038718462253769
generation - Geothermal - Actual Aggregated_t-105min,0.01075135681850952,0.004629828063013065,0.006274230578823335,0.004540319995009668,0.0038628503917352646,0.0034876912475265273,0.002436678385472078,0.0021000469707345816,0.002137668894181104,0.003113231722583805
generation - Hydro Run-of-river and poundage - Actual Aggregated_t-105min,0.0030120483371035506,0.005116096996784563,0.001551742793448284,0.0021648052584459948,0.0016040424437710498,0.0011648054615025103,0.001761207575566175,0.002208438942471048,0.003089053525212876,0.0020502143462490493
generation - Hydro Pumped Storage - Actual Aggregated_t-105min,0.00469507263794003,0.005459895289113774,0.004728956237122475,0.0029819686432653045,0.0027511794644342444,0.0018604840917569162,0.004481441371532128,0.003926053786468856,0.0025231415103622794,0.006870383089291863
load - Actual Load_t-105min,0.005908146643545479,0.007440942537247793,0.00246977969964837,0.003710053861351298,0.0021720920724192182,0.0046861942722694035,0.0025306814926659626,0.002433879288364551,0.002112189740566464,0.003121455572857485
generation - Fossil Coal-derived gas - Actual Aggregated_t-105min,0.0020573617926324915,0.004682441059829216,0.004816221817949554,0.0068702147980257,0.003536086790743866,0.002935797224186331,0.0027763425748004236,0.0027279858533765947,0.00510932616939499,0.001800260562745848
generation - Waste - Actual Aggregated_t-105min,0.0019332788116424807,0.006579792068740062,0.001991178905301467,0.002561741657985749,0.003231898689744412,0.0030592194014793677,0.0018195064444571471,0.0017095554791724226,0.002311234450822667,0.001307334259059644
generation - Biomass - Actual Aggregated_t-105min,0.002997049902964136,0.002785276603586681,0.0047351447512191955,0.003368691472443061,0.0015703027667195784,0.0019656309502406656,0.001615579441448915,0.0017698389235920899,0.002453319678836124,0.0021542065666462803
generation - Other - Actual Aggregated_t-105min,0.006429209085072216,0.005646887544862693,0.0040848477087729405,0.0025956426402436107,0.005350488656140442,0.0016887146897829552,0.004053083481798239,0.004763802380618926,0.0047156554016200974,0.0051746568296675835
generation - Fossil Gas - Actual Aggregated_t-105min,0.005706586580377916,0.002690505647091413,0.00169628438579457,0.0020722439462579133,0.0027045821409583367,0.003479912076999426,0.004453129690156856,0.0014501983208797355,0.0023320454037244645,0.0021660280363548735
generation - Fossil Hard coal - Actual Aggregated_t-105min,0.003900343958862322,0.00479424279951013,0.0029998182544804875,0.0026449804340901153,0.00202908904124979,0.0010558514741454133,0.0018417371935156553,0.0017702729540815198,0.0012845228162377679,0.00153342702336613
generation - Fossil Oil - Actual Aggregated_t-105min,0.0016298377179300588,0.0038299098165880422,0.0022047170371215542,0.004173406767666165,0.0014638900562185882,0.0017761772805388318,0.0017045600113033289,0.00141084827103208,0.0025765700220508735,0.0015039156511902547
generation - Hydro Water Reservoir - Actual Aggregated_t-90min,0.0026929424895461127,0.00186028186716419,0.002526352232118825,0.0016627271905890666,0.0014019777077764956,0.001288151406742827,0.0017597926502385234,0.002039770973281634,0.0010317025541494332,0.0012218256516658102
generation - Wind Onshore - Actual Aggregated_t-90min,0.0026571537331001307,0.0027187446526686474,0.00197985123098897,0.001877778201378078,0.0030860250141595317,0.0019223359017341863,0.0018052377303431513,0.0032007547063849415,0.002792804223575331,0.002584379189513129
generation - Fossil Brown coal/Lignite - Actual Aggregated_t-90min,0.0027365820441420967,0.003570659342381987,0.004418651810972733,0.003194050842186698,0.002663328911150984,0.003069294920487664,0.002641836313297972,0.001984972237967668,0.0021946027339163265,0.002587306564941173
generation - Other renewable - Actual Aggregated_t-90min,0.007766705744783394,0.004138343830876693,0.007207019134424627,0.00834019285836257,0.008836286612553522,0.007464470834704116,0.0086257747670752,0.01039922316558659,0.008539522664621473,0.004267207180440892
generation - Solar - Actual Aggregated_t-90min,0.004516412071418017,0.0042797114707027505,0.001975222167957327,0.0017080874009989201,0.003109040244572952,0.004634433551360417,0.003079485959436852,0.00616324580285982,0.004682781083056397,0.002032553445999383
generation - Hydro Pumped Storage - Actual Consumption_t-90min,0.0016420485916187318,0.002423231423499601,0.0033436001233858406,0.0015555312324491979,0.002166990565953597,0.0016391630699442885,0.003579142404598315,0.001922439539235711,0.0016076179652191058,0.0012606288748669386
generation - Wind Offshore - Actual Aggregated_t-90min,0.00370101828132465,0.005529739814097411,0.0019655211658441657,0.004581254531073682,0.004510865358633964,0.004297580203980033,0.001998941506853953,0.004316853033152256,0.003328006264486248,0.003041114420310805
generation - Geothermal - Actual Aggregated_t-90min,0.0012507969738996963,0.004811146045598434,0.0047471681985180115,0.0012952136493086784,0.0025165792206371406,0.002144893454025123,0.0030092153157747817,0.002626054119473338,0.0021550885770611787,0.004259699268028271
generation - Hydro Run-of-river and poundage - Actual Aggregated_t-90min,0.003071793328199419,0.0034787551703284406,0.0023555778420668505,0.0036112503736364945,0.0023817322343857084,0.0027948290148515297,0.0014109001338051712,0.0013571069193976655,0.0014077887856437882,0.0016432193888754228
generation - Hydro Pumped Storage - Actual Aggregated_t-90min,0.003321700871183566,0.004497627715082672,0.0022809557431519353,0.0020485963117853317,0.0024787304628780477,0.003956715436147533,0.0014351397273708244,0.0028054881787900284,0.0022447096236655854,0.004910417576802502
load - Actual Load_t-90min,0.003340409689872104,0.0022780403300041597,0.0020021668518384102,0.0030365953785831154,0.0033291980991562013,0.0030251322869808066,0.0024276699588417616,0.0027613704940904426,0.001871841674652387,0.0015463346316286106
generation - Fossil Coal-derived gas - Actual Aggregated_t-90min,0.002925907118582472,0.0026904018489804,0.0014057159501928709,0.00168029150861139,0.0022192308184994544,0.0010636732283446691,0.001195479302319427,0.001305261969668095,0.0022623662952164524,0.0015623090805775065
generation - Waste - Actual Aggregated_t-90min,0.002934824135858889,0.0033738955096469,0.003680747419743966,0.002123360417353979,0.0045332260618033615,0.002516234926806646,0.007309396378230303,0.0040389339995872435,0.0014803998078964469,0.001895595957014848
generation - Biomass - Actual Aggregated_t-90min,0.004012615923391422,0.002672139845683887,0.0019539143927759426,0.0020163565092198043,0.0032227368809535618,0.0035264893613452275,0.0027420545298246,0.0026668591359939454,0.006267862029737443,0.0036684441160271036
generation - Other - Actual Aggregated_t-90min,0.007276772512581374,0.0038936188773805044,0.005580714074501884,0.005008130417740176,0.003824937666384358,0.0020807789355076238,0.004761290781093521,0.007079694696418301,0.0022448256568627584,0.0018928785096029514
generation - Fossil Gas - Actual Aggregated_t-90min,0.002651329699816415,0.002942240926469822,0.00396944309387618,0.0055434143712973305,0.005340245255739319,0.004765619911289832,0.0027684637583806192,0.0031519980731318357,0.002646890834406804,0.0016931547675585535
generation - Fossil Hard coal - Actual Aggregated_t-90min,0.002487719322443809,0.002198107581977638,0.0022437841905302777,0.0022925586781166202,0.002115180825446771,0.001554509335569037,0.001590865466786454,0.00232079471470297,0.002050979062752049,0.004288121706395032
generation - Fossil Oil - Actual Aggregated_t-90min,0.00811770362504467,0.0053858801277092425,0.003127711883153097,0.0033785397664905757,0.0033749619954708122,0.0024822561998565787,0.003372644887406068,0.004176862383114212,0.002267257250141938,0.005084854084165272
generation - Hydro Water Reservoir - Actual Aggregated_t-75min,0.008971708281802422,0.0113383075898455,0.005244376364815253,0.0056982513170316905,0.0020159715516383583,0.0032503631075305748,0.004785971908548163,0.003911114531148997,0.003714142170083505,0.0054038379860212446
generation - Wind Onshore - Actual Aggregated_t-75min,0.0014165889402556785,0.0018796394425251038,0.002659490461823225,0.0016776722601216534,0.0013597246815597827,0.0029270715856910103,0.0015189489899292993,0.0016597023710296526,0.001690887512811969,0.001422789241625253
generation - Fossil Brown coal/Lignite - Actual Aggregated_t-75min,0.003353233614059718,0.0037520495984972512,0.0031676459398695444,0.0046014249809340985,0.002923656322277566,0.0022854664644219157,0.0017936704396070127,0.0021034300365136006,0.002295473008411136,0.0021933306913879277
generation - Other renewable - Actual Aggregated_t-75min,0.003175144658987847,0.003304735333655117,0.0024184660031924066,0.002079562343823227,0.002141270068595077,0.0027184676529968784,0.0029069831360757233,0.004805518795750686,0.004275902186934218,0.00267117833325392
generation - Solar - Actual Aggregated_t-75min,0.005390461377133761,0.0023792647960501085,0.0038604564356573973,0.004785198322300857,0.0020059721527286457,0.005519459728238871,0.0028579565752734197,0.0028548157820114284,0.00358197695592753,0.0021177210152909538
generation - Hydro Pumped Storage - Actual Consumption_t-75min,0.005255692060315596,0.002767455502890243,0.0016773536552991573,0.004812851332695572,0.004832018679551766,0.0022285526994164683,0.0031944495996212934,0.005270195717575916,0.003819809778229683,0.0021646511666367587
generation - Wind Offshore - Actual Aggregated_t-75min,0.009733229235309409,0.01281058943361495,0.0016166353426049227,0.0038026025524395663,0.0021415290627273863,0.0038327953699081262,0.0017296645451456243,0.0021246729524168587,0.003619517154357254,0.003376026403348078
generation - Geothermal - Actual Aggregated_t-75min,0.003883395324637149,0.002912183846850894,0.0025423520965218815,0.005671835655331961,0.004311470445012674,0.0061503770248327785,0.002957431399577672,0.005966424741600349,0.0037632083207990944,0.004538442212062364
generation - Hydro Run-of-river and poundage - Actual Aggregated_t-75min,0.003169508953701552,0.0026160493183288052,0.005782834338444445,0.003908404531959605,0.0018239187833869437,0.0028701758939344442,0.002224642635708733,0.0051055535510458865,0.0052929851777894325,0.0022378931350831408
generation - Hydro Pumped Storage - Actual Aggregated_t-75min,0.012679904007309234,0.00672936629425385,0.0023035928841527494,0.00525353100943903,0.0017768118780004444,0.001962681353335938,0.004557597074730438,0.0037519596284914768,0.005849220015072205,0.002617873006946411
load - Actual Load_t-75min,0.010593824828407377,0.00626298900632537,0.0065776579231423965,0.00879297878014404,0.00622063587159937,0.007472753328482213,0.006402684596850122,0.0052533673988209555,0.00972610894200625,0.004705023142376376
generation - Fossil Coal-derived gas - Actual Aggregated_t-75min,0.006096543932915665,0.004508211255524657,0.005791539269570422,0.003143127680649741,0.003059899530994244,0.005652389192517148,0.005053283493767594,0.005009505358046226,0.0030530468532401754,0.00520530008888727
generation - Waste - Actual Aggregated_t-75min,0.0021234239931500268,0.002017253559488381,0.003339519054345601,0.0021236764603463597,0.0017982935746977092,0.0023649364089701522,0.001855314156935492,0.0012832369663246935,0.0023068820966227577,0.0017794186284010322
generation - Biomass - Actual Aggregated_t-75min,0.003279678204748052,0.0029922142200630333,0.002512602271349806,0.004265972969365975,0.01172572255560226,0.003581255484450594,0.0020063065048598217,0.003543109477813232,0.0020726347201980386,0.0026781975077219615
generation - Other - Actual Aggregated_t-75min,0.004426604722434604,0.002688759765520899,0.0014627848119835108,0.0016821239430710193,0.001315275038992695,0.004096098073556277,0.00261753719947319,0.002062989237112561,0.0028301630525879775,0.002167755094302265
generation - Fossil Gas - Actual Aggregated_t-75min,0.0030109032343461875,0.002828864930884947,0.004060526269196089,0.0029235784425886775,0.0023582596985136208,0.00279638024097585,0.002370320190808343,0.0024419982030416633,0.0030783330059275613,0.0025876018845151236
generation - Fossil Hard coal - Actual Aggregated_t-75min,0.002214365616386203,0.002568897287681466,0.002897671264323435,0.0018114155335315445,0.0022041983810995587,0.0024436068860759406,0.0034941077491021134,0.002348596246632951,0.0035827965560747545,0.005108035603962208
generation - Fossil Oil - Actual Aggregated_t-75min,0.003807105425752866,0.004648201145082567,0.0034758943190904574,0.002243966788403668,0.0017945136840851318,0.003409012009854905,0.006388145794502634,0.0024318906690787116,0.0017225130241513397,0.003758336073766259
generation - Hydro Water Reservoir - Actual Aggregated_t-60min,0.006111377469880609,0.007031138046925434,0.008267454714747146,0.005879419228769621,0.003754271928271919,0.003911578938808816,0.0027527935538100793,0.001789012221390294,0.002161002494063723,0.0018558435079830814
generation - Wind Onshore - Actual Aggregated_t-60min,0.009893035357726603,0.00958112065736259,0.004403428300953237,0.0046384502945875285,0.003829967816176577,0.00161172624199844,0.006297194623268297,0.0014273297699982095,0.003874438979356455,0.002035512853913076
generation - Fossil Brown coal/Lignite - Actual Aggregated_t-60min,0.0030778712796613946,0.0023592961481078874,0.002404941505396437,0.0016804021188545448,0.004331659380109613,0.0034971061185460712,0.0025986381613383857,0.0013323430458594885,0.0030879287348689103,0.003928522404474279
generation - Other renewable - Actual Aggregated_t-60min,0.00270279501831601,0.0029424280961304703,0.002188173768312481,0.00258593921070792,0.002253693702296914,0.0022678243234426814,0.0033081504077636056,0.002755467709968798,0.0018953284948385089,0.0036122371076262425
generation - Solar - Actual Aggregated_t-60min,0.0037324977716347123,0.00639281683457375,0.0011943069961145056,0.003968586887902348,0.0033241149193690943,0.0017154015750264762,0.0039049154999229356,0.0015821006356945872,0.0014090266531657108,0.001554103950012177
generation - Hydro Pumped Storage - Actual Consumption_t-60min,0.005361585761551396,0.005806424224985676,0.001890221974735141,0.0037617038628413864,0.0024779268661304743,0.002669169519082061,0.003451562410316001,0.001925358285884613,0.0044342674638483005,0.003970370092705707
generation - Wind Offshore - Actual Aggregated_t-60min,0.0021372174531661585,0.006424969385445366,0.002335580369181571,0.003328789593934744,0.005848280269573479,0.0017660433785904389,0.0024493058299876794,0.0013765361524347099,0.0014974279507091524,0.0014718146083923785
